OMIM_ICD_ID	ICD_Codes	ICD_Strings	OMIM_IDs	HPO_Anno
OMIM_ICD:134	frozenset({'D811', 'D810', 'D812'})	{'Severe combined immunodef w low or normal B-cell numbers', 'Severe combined immunodeficiency with reticular dysgenesis', 'Severe combined immunodeficiency w low T- and B-cell numbers'}	{'OMIM:600802', 'OMIM:602450', 'OMIM:608971', 'OMIM:300400', 'OMIM:603554', 'OMIM:615617', 'OMIM:601457', 'OMIM:615615'}	{'HP:0001903', 'HP:0030813', 'HP:0005365', 'HP:0030253', 'HP:0001596', 'HP:0004430', 'HP:0002716', 'HP:0002788', 'HP:0000509', 'HP:0001287', 'HP:0045080', 'HP:0005403', 'HP:0001888', 'HP:0000964', 'HP:0002721', 'HP:0001508', 'HP:0003249', 'HP:0003139', 'HP:0001744', 'HP:0002732', 'HP:0002240', 'HP:0031123', 'HP:0001419', 'HP:0010976', 'HP:0002841', 'HP:0007274', 'HP:0000155', 'HP:0002965', 'HP:0001072', 'HP:0000265', 'HP:0005359', 'HP:0003828', 'HP:0000388', 'HP:0005214', 'HP:0000778', 'HP:0000988', 'HP:0002028', 'HP:0001019', 'HP:0001880', 'HP:0002718', 'HP:0005390', 'HP:0004432', 'HP:0003075', 'HP:0000403', 'HP:0002090', 'HP:0002733', 'HP:0002205', 'HP:0002014', 'HP:0008866', 'HP:0004429', 'HP:0003593', 'HP:0001873', 'HP:0001369', 'HP:0000007', 'HP:0040334', 'HP:0009098'}
OMIM_ICD:135	frozenset({'D813'})	{'Adenosine deaminase [ADA] deficiency'}	{'OMIM:102700'}	{'HP:0002644', 'HP:0005365', 'HP:0002850', 'HP:0003212', 'HP:0001973', 'HP:0005424', 'HP:0004430', 'HP:0001880', 'HP:0002718', 'HP:0008348', 'HP:0002720', 'HP:0001442', 'HP:0002090', 'HP:0001967', 'HP:0001508', 'HP:0001890', 'HP:0000926', 'HP:0001744', 'HP:0002099', 'HP:0002014', 'HP:0002240', 'HP:0000907', 'HP:0004429', 'HP:0010976', 'HP:0012191', 'HP:0002841', 'HP:0000007', 'HP:0030273', 'HP:0000246', 'HP:0005359'}
OMIM_ICD:136	frozenset({'D814'})	"{""Nezelof's syndrome""}"	{'OMIM:242700'}	{'HP:0000976', 'HP:0002972', 'HP:0006538', 'HP:0001508', 'HP:0002097', 'HP:0002843', 'HP:0006532', 'HP:0005899', 'HP:0001433', 'HP:0000999', 'HP:0002028', 'HP:0000007', 'HP:0002110', 'HP:0005359', 'HP:0001888'}
OMIM_ICD:137	frozenset({'D815'})	{'Purine nucleoside phosphorylase [PNP] deficiency'}	{'OMIM:613179'}	{'HP:0000388', 'HP:0000708', 'HP:0003537', 'HP:0002783', 'HP:0001973', 'HP:0001249', 'HP:0002788', 'HP:0001904', 'HP:0002718', 'HP:0005390', 'HP:0001888', 'HP:0002090', 'HP:0001290', 'HP:0001508', 'HP:0001890', 'HP:0001251', 'HP:0005372', 'HP:0001252', 'HP:0001264', 'HP:0001744', 'HP:0002732', 'HP:0004429', 'HP:0005435', 'HP:0002665', 'HP:0001270', 'HP:0000007', 'HP:0005318', 'HP:0000246', 'HP:0002273', 'HP:0000010', 'HP:0001337'}
OMIM_ICD:138	frozenset({'D57811', 'D5780', 'D571', 'D57812', 'D5701', 'D57819', 'D57411', 'D5720', 'D57211', 'D57419', 'D57412', 'D5702', 'D57219', 'D5700', 'D57212'})	{'Sickle-cell thalassemia with crisis, unspecified', 'Sickle-cell thalassemia with acute chest syndrome', 'Sickle-cell/Hb-C disease without crisis', 'Sickle-cell/Hb-C disease with crisis, unspecified', 'Sickle-cell/Hb-C disease with splenic sequestration', 'Other sickle-cell disorders without crisis', 'Hb-SS disease with splenic sequestration', 'Hb-SS disease with acute chest syndrome', 'Sickle-cell/Hb-C disease with acute chest syndrome', 'Hb-SS disease with crisis, unspecified', 'Other sickle-cell disorders with acute chest syndrome', 'Sickle-cell thalassemia with splenic sequestration', 'Sickle-cell disease without crisis', 'Other sickle-cell disorders with crisis, unspecified', 'Other sickle-cell disorders with splenic sequestration'}	{'OMIM:603903'}	{'HP:0001974', 'HP:0001878', 'HP:0001081', 'HP:0001640', 'HP:0002718', 'HP:0002027', 'HP:0001297', 'HP:0012418', 'HP:0001744', 'HP:0002240', 'HP:0000083', 'HP:0200023', 'HP:0000952', 'HP:0000007', 'HP:0000488', 'HP:0008346', 'HP:0000822', 'HP:0000790'}
OMIM_ICD:139	frozenset({'D560'})	{'Alpha thalassemia'}	{'OMIM:604131'}	{'HP:0011907', 'HP:0004840'}
OMIM_ICD:140	frozenset({'D561'})	{'Beta thalassemia'}	{'OMIM:613985'}	{'HP:0011906', 'HP:0004840'}
OMIM_ICD:141	frozenset({'Q933'})	{'Deletion of short arm of chromosome 4'}	{'OMIM:194190'}	{'HP:0002808', 'HP:0000028', 'HP:0001841', 'HP:0000322', 'HP:0000558', 'HP:0000348', 'HP:0001028', 'HP:0001812', 'HP:0000612', 'HP:0002650', 'HP:0000316', 'HP:0000668', 'HP:0000175', 'HP:0004484', 'HP:0001290', 'HP:0000402', 'HP:0001518', 'HP:0002057', 'HP:0002353', 'HP:0000006', 'HP:0002974', 'HP:0008850', 'HP:0010864', 'HP:0001747', 'HP:0007109', 'HP:0002389', 'HP:0000047', 'HP:0004322', 'HP:0002827', 'HP:0000733', 'HP:0004794', 'HP:0000508', 'HP:0004467', 'HP:0001385', 'HP:0000188', 'HP:0000238', 'HP:0000486', 'HP:0000407', 'HP:0001263', 'HP:0002119', 'HP:0002553', 'HP:0009918', 'HP:0000431', 'HP:0009193', 'HP:0002750', 'HP:0001331', 'HP:0000902', 'HP:0002020', 'HP:0000377', 'HP:0000405', 'HP:0000520', 'HP:0002721', 'HP:0001508', 'HP:0000960', 'HP:0001080', 'HP:0001250', 'HP:0001840', 'HP:0000252', 'HP:0001511', 'HP:0006655', 'HP:0002162', 'HP:0001171', 'HP:0000826', 'HP:0001631', 'HP:0001558', 'HP:0001629', 'HP:0002714', 'HP:0000204', 'HP:0001762', 'HP:0002144', 'HP:0000444', 'HP:0000384', 'HP:0001177', 'HP:0009778', 'HP:0000347', 'HP:0010109', 'HP:0000286', 'HP:0007385', 'HP:0000465', 'HP:0000954', 'HP:0003745', 'HP:0001274', 'HP:0003199', 'HP:0003312', 'HP:0000639', 'HP:0011863', 'HP:0000151', 'HP:0002948'}
OMIM_ICD:142	frozenset({'Q771'})	{'Thanatophoric short stature'}	{'OMIM:187601', 'OMIM:187600', 'OMIM:273680'}	{'HP:0001903', 'HP:0003510', 'HP:0003025', 'HP:0006584', 'HP:0001156', 'HP:0001263', 'HP:0002093', 'HP:0001939', 'HP:0002007', 'HP:0008909', 'HP:0003026', 'HP:0000926', 'HP:0001252', 'HP:0000006', 'HP:0003811', 'HP:0000518', 'HP:0003015', 'HP:0003185', 'HP:0000946', 'HP:0000774', 'HP:0000910', 'HP:0000274', 'HP:0001558', 'HP:0001433', 'HP:0002282', 'HP:0000256', 'HP:0002676', 'HP:0002983', 'HP:0001561', 'HP:0006487', 'HP:0002187', 'HP:0000773', 'HP:0000238', 'HP:0004565', 'HP:0002677', 'HP:0000007'}
OMIM_ICD:143	frozenset({'Q775'})	{'Diastrophic dysplasia'}	{'OMIM:222600'}	{'HP:0010723', 'HP:0009381', 'HP:0001234', 'HP:0008873', 'HP:0010582', 'HP:0001762', 'HP:0001076', 'HP:0006646', 'HP:0008921', 'HP:0002751', 'HP:0009465', 'HP:0002176', 'HP:0000175', 'HP:0008608', 'HP:0001609', 'HP:0003026', 'HP:0008434', 'HP:0003273', 'HP:0000007', 'HP:0003071', 'HP:0004894', 'HP:0002947', 'HP:0000365'}
OMIM_ICD:144	frozenset({'G601'})	"{""Refsum's disease""}"	{'OMIM:266500'}	{'HP:0012211', 'HP:0000518', 'HP:0010571', 'HP:0001265', 'HP:0007141', 'HP:0001638', 'HP:0000616', 'HP:0000662', 'HP:0001640', 'HP:0000508', 'HP:0000458', 'HP:0003474', 'HP:0011675', 'HP:0001635', 'HP:0004689', 'HP:0001251', 'HP:0002654', 'HP:0002922', 'HP:0008064', 'HP:0000007', 'HP:0000639', 'HP:0000407', 'HP:0000546', 'HP:0000510', 'HP:0001761', 'HP:0003690'}
OMIM_ICD:145	frozenset({'Q761'})	{'Klippel-Feil syndrome'}	{'OMIM:616549', 'OMIM:214300', 'OMIM:118100', 'OMIM:613702'}	{'HP:0000912', 'HP:0000324', 'HP:0001335', 'HP:0030680', 'HP:0001425', 'HP:0000470', 'HP:0001371', 'HP:0004602', 'HP:0003198', 'HP:0000567', 'HP:0000612', 'HP:0002650', 'HP:0000343', 'HP:0030281', 'HP:0000430', 'HP:0003502', 'HP:0000175', 'HP:0000377', 'HP:0000405', 'HP:0001290', 'HP:0002949', 'HP:0002813', 'HP:0000006', 'HP:0004635', 'HP:0000218', 'HP:0000252', 'HP:0000772', 'HP:0002162', 'HP:0003828', 'HP:0030325', 'HP:0001629', 'HP:0000219', 'HP:0000204', 'HP:0001638', 'HP:0000369', 'HP:0000508', 'HP:0000347', 'HP:0007291', 'HP:0000122', 'HP:0003798', 'HP:0000232', 'HP:0000410', 'HP:0000466', 'HP:0002943', 'HP:0008807', 'HP:0000465', 'HP:0005640', 'HP:0000007', 'HP:0000414', 'HP:0002944', 'HP:0000407', 'HP:0005988'}
OMIM_ICD:146	frozenset({'G512'})	"{""Melkersson's syndrome""}"	{'OMIM:155900'}	{'HP:0000282', 'HP:0000006', 'HP:0000221', 'HP:0000478', 'HP:0010628'}
OMIM_ICD:147	frozenset({'G230'})	{'Hallervorden-Spatz disease'}	{'OMIM:234200', 'OMIM:300894', 'OMIM:606159', 'OMIM:614298', 'OMIM:617916', 'OMIM:617917', 'OMIM:615643', 'OMIM:610217'}	{'HP:0002067', 'HP:0007123', 'HP:0002454', 'HP:0000273', 'HP:0000750', 'HP:0002460', 'HP:0003487', 'HP:0001927', 'HP:0003198', 'HP:0001760', 'HP:0001257', 'HP:0002015', 'HP:0001939', 'HP:0000743', 'HP:0001290', 'HP:0000643', 'HP:0008770', 'HP:0012049', 'HP:0000006', 'HP:0007772', 'HP:0007313', 'HP:0001337', 'HP:0007256', 'HP:0001260', 'HP:0000763', 'HP:0001288', 'HP:0100710', 'HP:0003693', 'HP:0002079', 'HP:0002304', 'HP:0002376', 'HP:0000953', 'HP:0031908', 'HP:0001317', 'HP:0002066', 'HP:0002356', 'HP:0001251', 'HP:0002063', 'HP:0001347', 'HP:0002313', 'HP:0002080', 'HP:0000736', 'HP:0000546', 'HP:0012048', 'HP:0003678', 'HP:0001761', 'HP:0000496', 'HP:0002059', 'HP:0001884', 'HP:0007007', 'HP:0001263', 'HP:0001618', 'HP:0002075', 'HP:0001423', 'HP:0100315', 'HP:0040083', 'HP:0001265', 'HP:0001272', 'HP:0100660', 'HP:0100034', 'HP:0002510', 'HP:0011968', 'HP:0000529', 'HP:0003676', 'HP:0012343', 'HP:0002310', 'HP:0002300', 'HP:0003236', 'HP:0002180', 'HP:0001250', 'HP:0006957', 'HP:0000716', 'HP:0000752', 'HP:0000712', 'HP:0001276', 'HP:0031936', 'HP:0001332', 'HP:0001268', 'HP:0002465', 'HP:0008872', 'HP:0007002', 'HP:0000658', 'HP:0002072', 'HP:0002425', 'HP:0000648', 'HP:0003691', 'HP:0001249', 'HP:0000718', 'HP:0002366', 'HP:0000338', 'HP:0012332', 'HP:0000722', 'HP:0001310', 'HP:0000726', 'HP:0002283', 'HP:0031814', 'HP:0011463', 'HP:0001266', 'HP:0000020', 'HP:0001344', 'HP:0003199', 'HP:0000734', 'HP:0002317', 'HP:0002185', 'HP:0001300', 'HP:0000007', 'HP:0000639', 'HP:0001270', 'HP:0000580'}
OMIM_ICD:148	frozenset({'M041'})	{'Periodic fever syndromes'}	{'OMIM:249100'}	{'HP:0001974', 'HP:0002829', 'HP:0000100', 'HP:0001917', 'HP:0002586', 'HP:0001287', 'HP:0002027', 'HP:0002102', 'HP:0003565', 'HP:0001744', 'HP:0002240', 'HP:0000083', 'HP:0001954', 'HP:0001369', 'HP:0000007', 'HP:0001701'}
OMIM_ICD:149	frozenset({'A8183'})	{'Fatal familial insomnia'}	{'OMIM:600072'}	{'HP:0001260', 'HP:0002019', 'HP:0001336', 'HP:0001824', 'HP:0000016', 'HP:0002015', 'HP:0012332', 'HP:0000651', 'HP:0003581', 'HP:0100785', 'HP:0000726', 'HP:0001251', 'HP:0000975', 'HP:0002529', 'HP:0011463', 'HP:0002104', 'HP:0000006', 'HP:0001945'}
OMIM_ICD:150	frozenset({'G120'})	{'Infantile spinal muscular atrophy, type I [Werdnig-Hoffman]'}	{'OMIM:253300'}	{'HP:0001631', 'HP:0008994', 'HP:0001308', 'HP:0007269', 'HP:0001558', 'HP:0001629', 'HP:0002093', 'HP:0002205', 'HP:0001284', 'HP:0003445', 'HP:0007126', 'HP:0000007', 'HP:0002878'}
OMIM_ICD:151	frozenset({'E7251'})	{'Non-ketotic hyperglycinemia'}	{'OMIM:605899'}	{'HP:0000737', 'HP:0003108', 'HP:0100710', 'HP:0100247', 'HP:0001254', 'HP:0001336', 'HP:0001265', 'HP:0001298', 'HP:0001249', 'HP:0000718', 'HP:0001290', 'HP:0001347', 'HP:0001252', 'HP:0001274', 'HP:0001250', 'HP:0001522', 'HP:0000752', 'HP:0000007', 'HP:0002154', 'HP:0000711'}
OMIM_ICD:152	frozenset({'Q773'})	{'Chondrodysplasia punctata'}	{'OMIM:302960', 'OMIM:118650', 'OMIM:118651', 'OMIM:302950'}	{'HP:0002644', 'HP:0001596', 'HP:0000420', 'HP:0002650', 'HP:0012368', 'HP:0000458', 'HP:0002007', 'HP:0001776', 'HP:0000501', 'HP:0000006', 'HP:0005280', 'HP:0002777', 'HP:0011892', 'HP:0000365', 'HP:0004322', 'HP:0002787', 'HP:0007431', 'HP:0008855', 'HP:0003577', 'HP:0000126', 'HP:0002983', 'HP:0000568', 'HP:0001561', 'HP:0010044', 'HP:0003196', 'HP:0002999', 'HP:0008131', 'HP:0003273', 'HP:0004646', 'HP:0003462', 'HP:0003465', 'HP:0011800', 'HP:0008420', 'HP:0011120', 'HP:0002832', 'HP:0001263', 'HP:0000470', 'HP:0001423', 'HP:0000653', 'HP:0002937', 'HP:0000272', 'HP:0010442', 'HP:0008897', 'HP:0000377', 'HP:0000535', 'HP:0007390', 'HP:0001508', 'HP:0000135', 'HP:0008064', 'HP:0004241', 'HP:0001419', 'HP:0000494', 'HP:0000252', 'HP:0002208', 'HP:0000518', 'HP:0003828', 'HP:0100259', 'HP:0009882', 'HP:0002342', 'HP:0001019', 'HP:0001762', 'HP:0005736', 'HP:0000969', 'HP:0001305', 'HP:0000457', 'HP:0000765', 'HP:0100556', 'HP:0008070', 'HP:0003417', 'HP:0010038', 'HP:0000639', 'HP:0010041', 'HP:0010655', 'HP:0006380', 'HP:0000925'}
OMIM_ICD:153	frozenset({'Q751'})	{'Craniofacial dysostosis'}	{'OMIM:123500'}	{'HP:0003319', 'HP:0001739', 'HP:0004440', 'HP:0000248', 'HP:0000648', 'HP:0000509', 'HP:0001249', 'HP:0000303', 'HP:0000327', 'HP:0000316', 'HP:0000413', 'HP:0004443', 'HP:0010535', 'HP:0000405', 'HP:0000505', 'HP:0002007', 'HP:0004439', 'HP:0000006', 'HP:0001250', 'HP:0000486', 'HP:0000678', 'HP:0004442', 'HP:0100621', 'HP:0000491', 'HP:0000586'}
OMIM_ICD:154	frozenset({'G3181'})	{'Alpers disease'}	{'OMIM:203700'}	{'HP:0001263', 'HP:0002910', 'HP:0002151', 'HP:0100704', 'HP:0001272', 'HP:0012847', 'HP:0001414', 'HP:0001399', 'HP:0002446', 'HP:0000572', 'HP:0001290', 'HP:0001508', 'HP:0002529', 'HP:0001252', 'HP:0002240', 'HP:0002013', 'HP:0003470', 'HP:0003219', 'HP:0001276', 'HP:0002922', 'HP:0001336', 'HP:0002376', 'HP:0001413', 'HP:0002171', 'HP:0003535', 'HP:0000726', 'HP:0001251', 'HP:0001408', 'HP:0003593', 'HP:0006964', 'HP:0000007', 'HP:0003678', 'HP:0000649', 'HP:0002133'}
OMIM_ICD:155	frozenset({'Q783'})	{'Progressive diaphyseal dysplasia'}	{'OMIM:606631', 'OMIM:131300'}	{'HP:0001324', 'HP:0001903', 'HP:0009763', 'HP:0003202', 'HP:0002694', 'HP:0005791', 'HP:0007807', 'HP:0000938', 'HP:0000303', 'HP:0000651', 'HP:0002650', 'HP:0003565', 'HP:0005528', 'HP:0000520', 'HP:0000135', 'HP:0002857', 'HP:0000006', 'HP:0001634', 'HP:0001519', 'HP:0000365', 'HP:0100774', 'HP:0002515', 'HP:0001653', 'HP:0002315', 'HP:0003034', 'HP:0000823', 'HP:0012514', 'HP:0003621', 'HP:0001533', 'HP:0003388', 'HP:0003273', 'HP:0004396', 'HP:0003155', 'HP:0003758', 'HP:0000670', 'HP:0032458', 'HP:0002944', 'HP:0006380'}
OMIM_ICD:156	frozenset({'D644'})	{'Congenital dyserythropoietic anemia'}	{'OMIM:224120', 'OMIM:105600', 'OMIM:613673', 'OMIM:224100', 'OMIM:615631'}	{'HP:0006579', 'HP:0001972', 'HP:0011273', 'HP:0000980', 'HP:0001159', 'HP:0004810', 'HP:0001744', 'HP:0002240', 'HP:0000006', 'HP:0000952', 'HP:0002904', 'HP:0001639', 'HP:0004322', 'HP:0012132', 'HP:0003655', 'HP:0003577', 'HP:0001923', 'HP:0001081', 'HP:0004447', 'HP:0012543', 'HP:0003352', 'HP:0000007', 'HP:0001789', 'HP:0001530', 'HP:0005532', 'HP:0010972', 'HP:0001792'}
OMIM_ICD:157	frozenset({'G723'})	{'Periodic paralysis'}	{'OMIM:170600', 'OMIM:170400', 'OMIM:613345', 'OMIM:170500'}	{'HP:0003752', 'HP:0007215', 'HP:0000157', 'HP:0002900', 'HP:0003768', 'HP:0000006', 'HP:0003198', 'HP:0003593', 'HP:0003829', 'HP:0002486', 'HP:0001939'}
OMIM_ICD:158	frozenset({'Q754'})	{'Mandibulofacial dysostosis'}	{'OMIM:602562', 'OMIM:613717', 'OMIM:301950', 'OMIM:154500', 'OMIM:608257', 'OMIM:248390', 'OMIM:610536'}	{'HP:0000028', 'HP:0000750', 'HP:0000253', 'HP:0009623', 'HP:0012368', 'HP:0009473', 'HP:0000316', 'HP:0000343', 'HP:0000175', 'HP:0001642', 'HP:0007776', 'HP:0000402', 'HP:0000006', 'HP:0000463', 'HP:0000365', 'HP:0009554', 'HP:0004322', 'HP:0000243', 'HP:0009892', 'HP:0000677', 'HP:0000589', 'HP:0000396', 'HP:0007911', 'HP:0000452', 'HP:0000508', 'HP:0007957', 'HP:0000403', 'HP:0012385', 'HP:0000656', 'HP:0003196', 'HP:0001328', 'HP:0000486', 'HP:0000411', 'HP:0011800', 'HP:0000154', 'HP:0000491', 'HP:0000185', 'HP:0000664', 'HP:0001417', 'HP:0001263', 'HP:0000239', 'HP:0000431', 'HP:0000652', 'HP:0000197', 'HP:0001627', 'HP:0000311', 'HP:0000509', 'HP:0000272', 'HP:0007678', 'HP:0000413', 'HP:0000636', 'HP:0001238', 'HP:0000405', 'HP:0000572', 'HP:0002032', 'HP:0000160', 'HP:0000574', 'HP:0002002', 'HP:0001250', 'HP:0000494', 'HP:0000218', 'HP:0000252', 'HP:0002705', 'HP:0009555', 'HP:0001631', 'HP:0008872', 'HP:0000319', 'HP:0000582', 'HP:0001629', 'HP:0007633', 'HP:0001249', 'HP:0008551', 'HP:0000369', 'HP:0000384', 'HP:0001177', 'HP:0000347', 'HP:0002098', 'HP:0000689', 'HP:0000286', 'HP:0000453', 'HP:0000358', 'HP:0000465', 'HP:0003745', 'HP:0000506', 'HP:0000637', 'HP:0000007', 'HP:0005321', 'HP:0001792'}
OMIM_ICD:159	frozenset({'G3182'})	"{""Leigh's disease""}"	{'OMIM:256000'}	{'HP:0001263', 'HP:0001425', 'HP:0002151', 'HP:0002093', 'HP:0001257', 'HP:0000602', 'HP:0003128', 'HP:0001290', 'HP:0001508', 'HP:0003676', 'HP:0001252', 'HP:0000998', 'HP:0025356', 'HP:0001250', 'HP:0000712', 'HP:0001332', 'HP:0001260', 'HP:0001427', 'HP:0000648', 'HP:0002793', 'HP:0001249', 'HP:0002878', 'HP:0000508', 'HP:0002171', 'HP:0007305', 'HP:0001404', 'HP:0001251', 'HP:0001347', 'HP:0002490', 'HP:0003593', 'HP:0000486', 'HP:0000007', 'HP:0000639', 'HP:0000407', 'HP:0000580'}
OMIM_ICD:160	frozenset({'E2602'})	{'Glucocorticoid-remediable aldosteronism'}	{'OMIM:103900'}	{'HP:0003674', 'HP:0008221', 'HP:0000079', 'HP:0003351', 'HP:0000006', 'HP:0000840', 'HP:0000859', 'HP:0000822'}
OMIM_ICD:161	frozenset({'D750'})	{'Familial erythrocytosis'}	{'OMIM:609820', 'OMIM:133100', 'OMIM:263400', 'OMIM:617907', 'OMIM:611783', 'OMIM:222800'}	{'HP:0001050', 'HP:0001900', 'HP:0002641', 'HP:0012378', 'HP:0002315', 'HP:0002875', 'HP:0001082', 'HP:0001342', 'HP:0001028', 'HP:0001081', 'HP:0001895', 'HP:0001939', 'HP:0001658', 'HP:0002321', 'HP:0001930', 'HP:0001897', 'HP:0001899', 'HP:0001297', 'HP:0001898', 'HP:0002619', 'HP:0001744', 'HP:0001901', 'HP:0002615', 'HP:0000006', 'HP:0000952', 'HP:0000007', 'HP:0000822'}
OMIM_ICD:162	frozenset({'D581'})	{'Hereditary elliptocytosis'}	{'OMIM:130600'}	{'HP:0001425', 'HP:0000006', 'HP:0004445'}
OMIM_ICD:163	frozenset({'D704'})	{'Cyclic neutropenia'}	{'OMIM:w'}	{'HP:0000006', 'HP:0040289', 'HP:0001875', 'HP:0000153', 'HP:0001945'}
OMIM_ICD:164	frozenset({'E201'})	{'Pseudohypoparathyroidism'}	{'OMIM:103580', 'OMIM:603233', 'OMIM:203330', 'OMIM:612462'}	{'HP:0000684', 'HP:0001156', 'HP:0006297', 'HP:0000470', 'HP:0009381', 'HP:0006960', 'HP:0000311', 'HP:0003165', 'HP:0002905', 'HP:0002901', 'HP:0000135', 'HP:0100543', 'HP:0000939', 'HP:0000006', 'HP:0001250', 'HP:0005280', 'HP:0010743', 'HP:0000518', 'HP:0010049', 'HP:0004322', 'HP:0003456', 'HP:0003472', 'HP:0000821', 'HP:0001249', 'HP:0001831', 'HP:0000293', 'HP:0001513', 'HP:0002135', 'HP:0003745', 'HP:0000639', 'HP:0000852', 'HP:0002684'}
OMIM_ICD:165	frozenset({'D840'})	{'Lymphocyte function antigen-1 [LFA-1] defect'}	{'OMIM:116920'}	{'HP:0200042', 'HP:0032435', 'HP:0005224', 'HP:0005420', 'HP:0001974', 'HP:0002754', 'HP:0000704', 'HP:0000007', 'HP:0001058', 'HP:0007499', 'HP:0002718', 'HP:0000230', 'HP:0032434'}
